time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-01-04,21.8,15.6,25.2,17,2018-01-04 06:31,2018-01-04 18:30,6.8,9.1,0,4.4,24.1,331,1.38,1391,b
2018-01-05,23.3,16.4,25.7,17.9,2018-01-05 06:31,2018-01-05 18:30,18.5,0.7,0,6,29.2,232,3.46,1391,b
2018-01-06,24.7,16.4,27.9,17.8,2018-01-06 06:32,2018-01-06 18:31,19.57,1.4,0,5.6,27.7,,3.71,1391,b
2018-01-07,25.3,15.4,27.7,16.7,2018-01-07 06:32,2018-01-07 18:31,17.78,0.3,0,4.8,23.4,246,3.44,1391,b
2018-01-08,24.5,15.6,28.3,16.9,2018-01-08 06:33,2018-01-08 18:32,18.1,2.1,0,4.9,21.6,243,3.46,1391,b
2018-01-09,21,16.4,22.6,17.4,2018-01-09 06:33,2018-01-09 18:32,11.73,5.7,0,4.9,20.5,249,2.2,1391,b
2018-01-10,22.8,14.4,25.9,14.7,2018-01-10 06:33,2018-01-10 18:33,19.42,13.3,0,5.4,24.1,283,3.55,1391,b
2018-01-11,20.7,14.2,23.2,14.5,2018-01-11 06:34,2018-01-11 18:33,6.85,17.8,0,5.1,21.2,232,1.42,1391,b
2018-01-12,20.9,14.7,22.8,14.9,2018-01-12 06:34,2018-01-12 18:33,6.61,2.8,0,4.6,19.4,138,1.35,1391,b
2018-01-13,22.4,14.8,25.1,16.1,2018-01-13 06:34,2018-01-13 18:34,14.58,9.8,0,5.2,21.2,23,2.7,1391,b
2018-01-14,23.1,15.6,25.5,16.9,2018-01-14 06:35,2018-01-14 18:34,13.17,2.9,0,5.7,25.9,47,2.56,1391,b
2018-01-15,23.4,14.8,26.1,15.8,2018-01-15 06:35,2018-01-15 18:35,15.38,4.2,0,3.8,19.8,356,2.9,1391,b
2018-01-16,23.9,14.6,27.2,15.7,2018-01-16 06:35,2018-01-16 18:35,17.96,2.8,0,5.4,22.7,243,3.39,1391,b
2018-01-17,24.2,15,27.4,16.2,2018-01-17 06:36,2018-01-17 18:35,17.78,1.5,0,4.2,19.8,297,3.38,1391,b
2018-01-18,22.9,16.2,25.3,17.7,2018-01-18 06:36,2018-01-18 18:36,15.47,12.2,0,5.4,21.2,22,2.91,1391,b
2018-01-19,24.2,16.3,26.9,17.6,2018-01-19 06:36,2018-01-19 18:36,15.07,8.1,0,5.6,24.5,345,2.81,1391,b
2018-01-20,23.2,15.5,26.1,17,2018-01-20 06:36,2018-01-20 18:36,13.78,10.8,0,4.9,21.6,279,2.63,1391,b
2018-01-21,22.6,15.4,24.5,16.7,2018-01-21 06:37,2018-01-21 18:37,14.85,10.3,0,5,30.2,228,2.77,1391,b
2018-01-22,24,15.5,26.8,16.6,2018-01-22 06:37,2018-01-22 18:37,15.83,5.2,0,5.6,32.4,241,3.01,1391,b
2018-01-23,24.3,14.8,27.1,15.4,2018-01-23 06:37,2018-01-23 18:37,17.17,3,0,6.6,27.7,244,3.28,1391,b
2018-01-24,24.4,15,25.7,15.4,2018-01-24 06:37,2018-01-24 18:38,19.44,1.1,0,7.6,29.9,242,3.71,1391,b
2018-01-25,25.6,15.5,29.6,17,2018-01-25 06:38,2018-01-25 18:38,18.44,1.8,0,3.4,17.3,355,3.57,1391,b
2018-01-26,22.7,15.9,25.3,17.2,2018-01-26 06:38,2018-01-26 18:38,13.03,7.3,0,5,21.6,241,2.47,1391,b
2018-01-27,25.3,15.7,29.5,16.9,2018-01-27 06:38,2018-01-27 18:39,16.31,5.3,0,5.1,24.1,238,3.18,1391,b
2018-01-28,23.1,16.5,26.7,18,2018-01-28 06:38,2018-01-28 18:39,13.68,12.1,0,5.4,28.8,238,2.59,1391,b
2018-01-29,24.6,15.7,27.7,16.9,2018-01-29 06:38,2018-01-29 18:39,19.61,0.5,0,6.6,28.4,238,3.74,1391,b
2018-01-30,25.3,16.8,29,18.4,2018-01-30 06:38,2018-01-30 18:39,23.08,0.3,0,4.9,25.2,243,4.37,1391,b
2018-01-31,25.6,15.2,29.2,16.2,2018-01-31 06:38,2018-01-31 18:40,21.81,1.5,0,4.1,20.5,263,4.19,1391,b
2018-02-01,25.2,16.1,28.9,17.2,2018-02-01 06:38,2018-02-01 18:40,17.84,11.4,0,6.3,24.1,29,3.38,1391,b
2018-02-02,25.3,15.6,28.6,16.8,2018-02-02 06:38,2018-02-02 18:40,16.74,5.7,0,5.7,23.8,79,3.2,1391,b
2018-02-03,24.4,15.6,27.1,16.5,2018-02-03 06:38,2018-02-03 18:40,18.46,5.7,0,9.1,32.4,68,3.48,1391,b
2018-02-04,24.4,15.3,26.5,15.9,2018-02-04 06:39,2018-02-04 18:40,19.59,2.6,0,10.2,35.6,76,3.66,1391,b
2018-02-05,24.6,15.8,27,16.9,2018-02-05 06:39,2018-02-05 18:40,19.79,0.7,0,8.9,28.1,50,3.77,1391,b
2018-02-06,23.5,15.4,25.4,16.6,2018-02-06 06:39,2018-02-06 18:41,18.4,1.1,0,6.1,22.3,2,3.44,1391,b
2018-02-07,22,16.1,24.4,17.7,2018-02-07 06:38,2018-02-07 18:41,17.39,2.9,0,5.9,27,328,3.24,1391,b
2018-02-08,23.9,16,26.3,17.5,2018-02-08 06:38,2018-02-08 18:41,18.41,1.3,0,5.9,20.2,40,3.46,1391,b
2018-02-09,24.7,15.9,27.1,17.4,2018-02-09 06:38,2018-02-09 18:41,19.55,0,0,4.2,19.8,10,3.73,1391,b
2018-02-10,24.1,15.8,27.6,17.1,2018-02-10 06:38,2018-02-10 18:41,16.33,2.8,0,6.3,19.8,12,3.1,1391,b
2018-02-11,24.3,16,27.4,17.3,2018-02-11 06:38,2018-02-11 18:41,21.19,0.4,0,6.2,27,29,3.97,1391,b
2018-02-12,24.4,14.4,26.2,15,2018-02-12 06:38,2018-02-12 18:41,25.57,0,0,11,39.2,46,4.76,1391,b
2018-02-13,25.8,14.4,28.6,15,2018-02-13 06:38,2018-02-13 18:41,23.37,0.1,0,6.6,26.3,71,4.43,1391,b
2018-02-14,24,16,26.6,17.4,2018-02-14 06:38,2018-02-14 18:41,17.32,5.6,0,3.7,18,55,3.32,1391,b
2018-02-15,24.5,15.7,28.9,17.4,2018-02-15 06:38,2018-02-15 18:41,20.08,2.1,0,5.7,23.8,,3.8,1391,b
2018-02-16,24,16.6,26.6,18.3,2018-02-16 06:38,2018-02-16 18:41,16.64,3.1,0,4,20.5,262,3.2,1391,b
2018-02-17,24.7,16.7,28.1,18.8,2018-02-17 06:38,2018-02-17 18:41,16.68,3.8,0,4.4,19.4,298,3.19,1391,b
2018-02-18,25.6,15.5,29.4,17,2018-02-18 06:38,2018-02-18 18:41,21.79,2.1,0,7.7,25.2,40,4.16,1391,b
2018-02-19,25.5,16.2,28.6,18.1,2018-02-19 06:37,2018-02-19 18:41,21.59,1.4,0,4.9,20.2,11,4.15,1391,b
2018-02-20,25,15.6,27.8,16.8,2018-02-20 06:37,2018-02-20 18:41,15.47,0,0,5.4,18.7,,3.03,1391,b
2018-02-21,22.9,16.8,26.6,19,2018-02-21 06:37,2018-02-21 18:41,13.58,11.4,0,3.2,17.3,,2.6,1391,b
2018-02-22,23.2,16.9,26.4,19,2018-02-22 06:37,2018-02-22 18:41,9.5,17.8,0,5.4,18.4,,1.98,1391,b
2018-02-23,21.3,15.9,24.6,17.5,2018-02-23 06:37,2018-02-23 18:41,15.74,17.8,0,4.4,22.7,71,2.88,1391,b
2018-02-24,24.3,16,26.5,17.5,2018-02-24 06:36,2018-02-24 18:41,16.3,3.1,0,10.3,32.8,62,3.1,1391,b
2018-02-25,22.7,16.4,25.6,18.4,2018-02-25 06:36,2018-02-25 18:41,15.08,5.6,0,6.4,30.2,62,2.82,1391,b
2018-02-26,24.8,15.6,27.3,17,2018-02-26 06:36,2018-02-26 18:41,20.03,1.2,0,8.9,32,74,3.79,1391,b
2018-02-27,25.6,16.3,28.7,18.2,2018-02-27 06:36,2018-02-27 18:41,21.95,0.3,0,5.2,23.4,72,4.2,1391,b
2018-02-28,24.8,16.8,28.6,18.5,2018-02-28 06:35,2018-02-28 18:41,19.12,8.2,0,4.3,19.4,64,3.67,1391,b
2018-03-01,24.9,16.5,29.5,17.9,2018-03-01 06:35,2018-03-01 18:41,15.42,6.5,0,4,19.4,343,2.99,1391,b
2018-03-02,25.2,16,28.9,17.3,2018-03-02 06:35,2018-03-02 18:40,18.87,3.3,0,4.3,18,44,3.68,1391,b
2018-03-03,23.2,17,26.3,19.2,2018-03-03 06:35,2018-03-03 18:40,15.48,4,0,6.4,24.8,293,2.89,1391,b
2018-03-04,25.4,15.5,28.7,16.5,2018-03-04 06:34,2018-03-04 18:40,19.87,1.1,0,5.8,21.6,8,3.82,1391,b
2018-03-05,24.5,16.1,28.2,17.7,2018-03-05 06:34,2018-03-05 18:40,16.24,4,0,5.6,24.5,355,3.05,1391,b
2018-03-06,24.1,15.6,27.9,17.3,2018-03-06 06:34,2018-03-06 18:40,19.02,8.6,0,4.2,21.2,247,3.67,1391,b
2018-03-07,24.3,15.9,27.7,17.6,2018-03-07 06:33,2018-03-07 18:40,15.76,4.4,0,4.9,21.2,31,2.98,1391,b
2018-03-08,25.7,16.2,28.9,17.3,2018-03-08 06:33,2018-03-08 18:40,17.76,1,0,7.4,29.2,49,3.49,1391,b
2018-03-09,24.7,16.5,26.6,17.8,2018-03-09 06:33,2018-03-09 18:39,19.07,1.7,0,9.3,34.9,63,3.65,1391,b
2018-03-10,24.1,14.6,26.9,15.4,2018-03-10 06:32,2018-03-10 18:39,16.89,6.2,0,6.6,38.5,73,3.25,1391,b
2018-03-11,24.3,15.8,26.3,16.7,2018-03-11 06:32,2018-03-11 18:39,17.07,0,0,8.2,29.5,70,3.35,1391,b
2018-03-12,24.2,14.8,25.8,15.6,2018-03-12 06:32,2018-03-12 18:39,19.78,2,0,8.9,33.1,55,3.77,1391,b
2018-03-13,24.2,15.4,26.9,16.7,2018-03-13 06:31,2018-03-13 18:39,23.07,0.6,0,9.7,32.4,41,4.31,1391,b
2018-03-14,27.3,15,31.9,16.5,2018-03-14 06:31,2018-03-14 18:39,26.24,0,0,5.5,22,47,5.1,1391,b
2018-03-15,25.6,17.2,29.3,19.1,2018-03-15 06:31,2018-03-15 18:38,17.22,13.7,0,3.9,22.3,246,3.38,1391,b
2018-03-16,24.7,16.2,27.9,17.8,2018-03-16 06:30,2018-03-16 18:38,16.25,1.6,0,3.7,22.7,30,3.15,1391,b
2018-03-17,26.4,14.4,30,15.4,2018-03-17 06:30,2018-03-17 18:38,20.32,3.6,0,4.7,19.1,63,3.95,1391,b
2018-03-18,26.3,16.5,29.8,18.8,2018-03-18 06:29,2018-03-18 18:38,18.46,1.7,0,6.1,23.4,,3.6,1391,b
2018-03-19,26.8,15.7,30.7,17.1,2018-03-19 06:29,2018-03-19 18:38,22.04,5.9,0,4.8,23.4,29,4.26,1391,b
2018-03-20,24.9,16.8,29.3,18.8,2018-03-20 06:29,2018-03-20 18:37,17.01,40.9,0,6,27,267,3.19,1391,b
2018-03-21,24.9,15.8,28.3,16.6,2018-03-21 06:28,2018-03-21 18:37,16.07,12.8,0,5.9,22.7,273,3.14,1391,b
2018-03-22,25.1,15.4,27.3,16.7,2018-03-22 06:28,2018-03-22 18:37,18.82,1.7,0,6.5,26.3,37,3.64,1391,b
2018-03-23,24.4,15.6,27.9,17,2018-03-23 06:28,2018-03-23 18:37,17.17,0.9,0,4,24.5,56,3.33,1391,b
2018-03-24,24.7,15.5,26.7,16.8,2018-03-24 06:27,2018-03-24 18:37,18.9,1.3,0,8.7,28.8,81,3.65,1391,b
2018-03-25,25.4,15.1,28,16.2,2018-03-25 06:27,2018-03-25 18:36,21.52,0.7,0,8.1,29.5,70,4.11,1391,b
2018-03-26,24.2,15.7,27.3,17,2018-03-26 06:26,2018-03-26 18:36,19.12,6.5,0,5.6,23.4,353,3.64,1391,b
2018-03-27,23.5,16.1,26.8,17,2018-03-27 06:26,2018-03-27 18:36,12.95,6.8,0,5.1,19.1,332,2.47,1391,b
2018-03-28,24.4,15.9,28.3,17.4,2018-03-28 06:26,2018-03-28 18:36,18.18,7.8,0,5,24.5,242,3.51,1391,b
2018-03-29,24.2,16.6,27.2,18.3,2018-03-29 06:25,2018-03-29 18:35,15.59,9.7,0,6,25.9,233,2.97,1391,b
2018-03-30,24.8,15.5,29.7,16.7,2018-03-30 06:25,2018-03-30 18:35,15.9,12.4,0,5.7,27.7,233,3.06,1391,b
2018-03-31,25.2,15.7,28.9,16.9,2018-03-31 06:24,2018-03-31 18:35,15.5,16.6,0,6.8,28.8,229,3.05,1391,b
2018-04-01,22.7,15.1,26.8,16.1,2018-04-01 06:24,2018-04-01 18:35,15.51,12.5,0,5.4,27.4,239,2.92,1391,b
2018-04-02,26.6,14.9,30.8,15.8,2018-04-02 06:24,2018-04-02 18:35,19.45,5.1,0,5.4,22.3,241,3.82,1391,b
2018-04-03,23.8,16.3,26.9,18.2,2018-04-03 06:23,2018-04-03 18:34,14.13,4.1,0,4.1,16.9,114,2.74,1391,b
2018-04-04,24.8,16.4,28.1,18.3,2018-04-04 06:23,2018-04-04 18:34,15.32,4.2,0,3.7,19.8,60,2.98,1391,b
2018-04-05,25.3,15.8,28.5,17.4,2018-04-05 06:22,2018-04-05 18:34,15.09,1.9,0,4.5,21.6,,2.93,1391,b
2018-04-06,25,16.3,27.7,18,2018-04-06 06:22,2018-04-06 18:34,15.22,10.5,0,6.1,23,69,3.05,1391,b
2018-04-07,25.3,16.8,29.1,18.5,2018-04-07 06:22,2018-04-07 18:34,17.01,8.2,0,5.6,25.6,52,3.25,1391,b
2018-04-08,22.6,15.9,26.2,17.1,2018-04-08 06:21,2018-04-08 18:33,9.58,2.5,0,3.9,18,35,1.95,1391,b
2018-04-09,25.6,17,28.7,19,2018-04-09 06:21,2018-04-09 18:33,19.52,1.4,0,6.6,33.8,66,3.76,1391,b
2018-04-10,26.2,16.3,29.1,17.9,2018-04-10 06:21,2018-04-10 18:33,22.63,0.2,0,9.7,33.8,69,4.31,1391,b
2018-04-11,26.2,15.9,29.9,17.4,2018-04-11 06:20,2018-04-11 18:33,21.87,1.4,0,9,36,83,4.19,1391,b
2018-04-12,25.8,16.7,28.7,18.3,2018-04-12 06:20,2018-04-12 18:33,15.63,5.1,0,7.7,34.2,65,3.14,1391,b
2018-04-13,25.9,17.5,29.3,19.2,2018-04-13 06:20,2018-04-13 18:33,19.54,4.8,0,9.8,39.6,60,3.75,1391,b
2018-04-14,25,16.3,29.1,17.9,2018-04-14 06:19,2018-04-14 18:32,16.43,4,0,6.4,34.9,70,3.15,1391,b
2018-04-15,25.3,16.4,29.3,18.4,2018-04-15 06:19,2018-04-15 18:32,15.29,16.5,0,3.4,25.2,36,2.98,1391,b
2018-04-16,22.4,16.9,25.3,18.6,2018-04-16 06:19,2018-04-16 18:32,10.76,3.5,0,3.3,17.6,76,2.16,1391,b
2018-04-17,26.2,16.1,29.5,18.1,2018-04-17 06:18,2018-04-17 18:32,16.89,2.1,0,6.2,25.9,,3.29,1391,b
2018-04-18,25.3,16.1,28.3,17.9,2018-04-18 06:18,2018-04-18 18:32,18.04,1.1,0,5.9,27,52,3.45,1391,b
2018-04-19,26.2,17.1,29.9,18.7,2018-04-19 06:18,2018-04-19 18:32,14.11,4.1,0,4.3,22.7,273,2.8,1391,b
2018-04-20,23.8,17,27.6,19.1,2018-04-20 06:17,2018-04-20 18:32,12.38,12.4,0,4.3,19.4,73,2.42,1391,b
2018-04-21,25.6,16.2,29.3,18,2018-04-21 06:17,2018-04-21 18:31,16.16,17,0,3.2,22,,3.14,1391,b
2018-04-22,25.7,16.4,29.4,18.3,2018-04-22 06:17,2018-04-22 18:31,15.44,7.1,0,3.9,19.8,28,3,1391,b
2018-04-23,24,17.2,27.4,19,2018-04-23 06:17,2018-04-23 18:31,14.42,5.7,0,5.2,21.6,262,2.79,1391,b
2018-04-24,20.7,17,23.2,18.6,2018-04-24 06:16,2018-04-24 18:31,8.63,9.1,0,6.6,25.6,233,1.7,1391,b
2018-04-25,24.1,15.6,26.9,16.8,2018-04-25 06:16,2018-04-25 18:31,15.14,5.7,0,6.3,28.1,232,2.92,1391,b
2018-04-26,21,16.1,23.4,17.3,2018-04-26 06:16,2018-04-26 18:31,7.54,9.5,0,8.8,40.7,227,1.49,1391,b
2018-04-27,25.3,16,27.9,16.6,2018-04-27 06:15,2018-04-27 18:31,18.44,1.2,0,7.6,31.3,235,3.58,1391,b
2018-04-28,27.3,18.1,31,19.9,2018-04-28 06:15,2018-04-28 18:31,23.51,1.8,0,9.3,36,228,4.6,1391,b
2018-04-29,25.2,16.2,28,17.4,2018-04-29 06:15,2018-04-29 18:31,18.17,2.9,0,12.5,44.3,229,3.48,1391,b
2018-04-30,24.5,16.5,28,17.8,2018-04-30 06:15,2018-04-30 18:31,13.58,6.9,0,6.1,36.4,227,2.7,1391,b
2018-05-01,25.7,16.6,29.2,18.3,2018-05-01 06:15,2018-05-01 18:31,15.34,3.5,0,5.5,28.8,247,2.98,1391,b
2018-05-02,24.8,16.5,27.3,18.5,2018-05-02 06:14,2018-05-02 18:31,15.62,4.9,0,2.6,18.7,58,3.03,1391,b
2018-05-03,25.2,16.6,29.7,18.3,2018-05-03 06:14,2018-05-03 18:31,17.36,3.4,0,5.7,25.2,,3.31,1391,b
2018-05-04,25.5,16.2,29.5,17.5,2018-05-04 06:14,2018-05-04 18:30,19.89,1.8,0,5.9,25.2,58,3.78,1391,b
2018-05-05,25.6,15.6,28.7,16.8,2018-05-05 06:14,2018-05-05 18:30,20.91,1.4,0,7.9,27,45,3.99,1391,b
2018-05-06,24.1,16.4,26.5,18.1,2018-05-06 06:14,2018-05-06 18:30,15,3.3,0,5,25.9,57,2.88,1391,b
2018-05-07,25.1,16.4,28.2,18.1,2018-05-07 06:14,2018-05-07 18:30,15.33,11.3,0,4.6,18.4,,2.99,1391,b
2018-05-08,25.8,16.2,30,17.7,2018-05-08 06:13,2018-05-08 18:30,19.44,8.3,0,3.4,18.7,100,3.75,1391,b
2018-05-09,23.3,16.4,26.1,18.3,2018-05-09 06:13,2018-05-09 18:31,13.24,6.5,0,5.8,23,74,2.49,1391,b
2018-05-10,24,16.3,27,17.8,2018-05-10 06:13,2018-05-10 18:31,19.32,1,0,6,27.4,,3.57,1391,b
2018-05-11,24.7,16.5,27.6,18.3,2018-05-11 06:13,2018-05-11 18:31,15.76,3.2,0,5.8,22,,3.09,1391,b
2018-05-12,24.2,16,26.4,17.7,2018-05-12 06:13,2018-05-12 18:31,16.42,1.6,0,7,21.6,84,3.13,1391,b
2018-05-13,25,16.7,28.3,18.4,2018-05-13 06:13,2018-05-13 18:31,14.99,6.9,0,5.8,28.4,66,2.91,1391,b
2018-05-14,24.6,15.9,28.3,17.5,2018-05-14 06:13,2018-05-14 18:31,14.94,3.3,0,5.8,27,74,2.88,1391,b
2018-05-15,23.9,17,27.5,19,2018-05-15 06:13,2018-05-15 18:31,11.37,12.5,0,3.8,20.9,117,2.24,1391,b
2018-05-16,24.6,17,29.6,18.9,2018-05-16 06:13,2018-05-16 18:31,12.13,15.2,0,4.3,19.8,224,2.37,1391,b
2018-05-17,23.9,15.9,27.9,17.8,2018-05-17 06:13,2018-05-17 18:31,15.4,12.2,0,4.8,23,65,2.92,1391,b
2018-05-18,24.8,17.9,29,20.1,2018-05-18 06:13,2018-05-18 18:31,15.43,10.3,0,3.8,25.9,85,2.93,1391,b
2018-05-19,22.7,17.3,26.2,19.4,2018-05-19 06:13,2018-05-19 18:31,6.37,4.3,0,4.4,14,20,1.35,1391,b
2018-05-20,25.9,16.3,30,17.9,2018-05-20 06:13,2018-05-20 18:31,14,2.4,0,4.9,19.8,61,2.73,1391,b
2018-05-21,24.3,17.6,27.1,19.8,2018-05-21 06:13,2018-05-21 18:31,15.63,3.2,0,6.1,25.6,44,3.01,1391,b
2018-05-22,24.5,16.9,28,18.7,2018-05-22 06:13,2018-05-22 18:32,15.8,9.2,0,5.9,27.7,62,3.03,1391,b
2018-05-23,22.9,16.9,26.7,18.9,2018-05-23 06:13,2018-05-23 18:32,12.79,11.7,0,5.5,22,208,2.47,1391,b
2018-05-24,25.5,16.5,29.9,18.4,2018-05-24 06:13,2018-05-24 18:32,14.78,10.8,0,5.8,32,242,2.85,1391,b
2018-05-25,24.9,17.2,28.1,19,2018-05-25 06:13,2018-05-25 18:32,16.01,9.4,0,6.2,29.2,63,3.09,1391,b
2018-05-26,23.3,16.8,26.4,18.8,2018-05-26 06:13,2018-05-26 18:32,11.57,6.2,0,5.9,26.3,41,2.18,1391,b
2018-05-27,23.6,16.5,25.8,18.2,2018-05-27 06:13,2018-05-27 18:32,11.86,10.5,0,4.4,22.3,32,2.32,1391,b
2018-05-28,24.9,16.6,27.4,17.8,2018-05-28 06:13,2018-05-28 18:32,13.28,0.7,0,6.3,19.1,85,2.59,1391,b
2018-05-29,24.1,17.6,27.9,19.7,2018-05-29 06:13,2018-05-29 18:33,12.94,7.7,0,4.9,21.6,263,2.53,1391,b
2018-05-30,26.5,16.8,31.4,18.5,2018-05-30 06:13,2018-05-30 18:33,19.97,10.5,0,5.6,20.2,,3.88,1391,b
2018-05-31,25.5,16.4,30,17.5,2018-05-31 06:13,2018-05-31 18:33,17.36,10.4,0,6.4,28.4,245,3.3,1391,b
2018-06-01,24.7,16.9,27.8,18.7,2018-06-01 06:13,2018-06-01 18:33,14.67,7.1,0,8.7,31.3,243,2.87,1391,b
2018-06-02,26.7,16.4,31,17.8,2018-06-02 06:13,2018-06-02 18:33,21.68,0.3,0,4.8,23.4,272,4.19,1391,b
2018-06-03,26.6,17.1,30.1,18.7,2018-06-03 06:14,2018-06-03 18:34,24.05,0,0,7.4,33.1,231,4.6,1391,b
2018-06-04,26.5,16.1,29.4,16.7,2018-06-04 06:14,2018-06-04 18:34,21.53,0.2,0,6.6,31.3,229,4.19,1391,b
2018-06-05,26.2,15.5,30,16.3,2018-06-05 06:14,2018-06-05 18:34,22.01,0.7,0,6.6,34.2,236,4.21,1391,b
2018-06-06,27.2,15.7,30.9,16.8,2018-06-06 06:14,2018-06-06 18:34,24.93,0.2,0,6,26.6,229,4.78,1391,b
2018-06-07,26.5,14.5,29.6,14.9,2018-06-07 06:14,2018-06-07 18:34,24.09,0,0,9.4,37.1,229,4.61,1391,b
2018-06-08,25.4,14.3,28.1,13.5,2018-06-08 06:14,2018-06-08 18:35,24.32,0,0,8.9,38.5,232,4.56,1391,b
2018-06-09,25.9,14.1,28.7,13.3,2018-06-09 06:14,2018-06-09 18:35,23.69,0.8,0,10.7,46.4,234,4.47,1391,b
2018-06-10,26.8,14.2,29.6,13.8,2018-06-10 06:15,2018-06-10 18:35,25.17,0.3,0,10.4,38.9,227,4.82,1391,b
2018-06-11,26.2,14.6,27.9,14.1,2018-06-11 06:15,2018-06-11 18:35,22.95,0.2,0,11.6,42.5,227,4.42,1391,b
2018-06-12,27.4,16.4,29.9,17.1,2018-06-12 06:15,2018-06-12 18:35,24.59,0.2,0,10.6,38.9,233,4.79,1391,b
2018-06-13,25.3,17.5,27.8,19.1,2018-06-13 06:15,2018-06-13 18:36,20.88,0.2,0,6.9,29.2,,3.98,1391,b
2018-06-14,27.4,15.6,30.2,16.4,2018-06-14 06:15,2018-06-14 18:36,22.95,0.2,0,9.6,37.8,240,4.54,1391,b
2018-06-15,26.5,16.1,28.5,16.5,2018-06-15 06:16,2018-06-15 18:36,22.19,0.3,0,10,40,237,4.3,1391,b
2018-06-16,25.3,15.7,28.6,16.3,2018-06-16 06:16,2018-06-16 18:36,19.86,1.4,0,10.5,35.3,243,3.81,1391,b
2018-06-17,25.7,16,29.6,17.2,2018-06-17 06:16,2018-06-17 18:37,15.98,9.3,0,6.9,37.4,230,3.11,1391,b
2018-06-18,22.9,15.8,25.4,16.7,2018-06-18 06:16,2018-06-18 18:37,13.24,6,0,8.7,43.2,228,2.51,1391,b
2018-06-19,22.6,15.2,24.1,15.6,2018-06-19 06:16,2018-06-19 18:37,11.76,1.8,0,8.7,34.6,228,2.26,1391,b
2018-06-20,25.4,16,27.6,16.9,2018-06-20 06:17,2018-06-20 18:37,16.95,2.5,0,6.4,28.1,218,3.31,1391,b
2018-06-21,22,17.5,25.3,19.7,2018-06-21 06:17,2018-06-21 18:37,12.5,9.7,0,4.9,20.5,59,2.36,1391,b
2018-06-22,23.8,16.3,26.8,18.2,2018-06-22 06:17,2018-06-22 18:38,11.97,7.1,0,5.5,20.5,33,2.29,1391,b
2018-06-23,18.2,15.9,20.5,16.8,2018-06-23 06:17,2018-06-23 18:38,3.85,41.6,0,5.9,20.5,270,0.86,1391,b
2018-06-24,22.5,14.9,25,15.5,2018-06-24 06:18,2018-06-24 18:38,9.12,6,0,5.6,22,219,1.81,1391,b
2018-06-25,22.6,15.6,26.6,16.7,2018-06-25 06:18,2018-06-25 18:38,15.89,20.4,0,6,25.2,215,2.84,1391,b
2018-06-26,23.5,16.2,27.4,17.2,2018-06-26 06:18,2018-06-26 18:39,13.1,13.8,0,5,23.4,179,2.49,1391,b
2018-06-27,24.1,15.6,28.4,17.3,2018-06-27 06:18,2018-06-27 18:39,19.42,2.5,0,5.8,23.8,122,3.53,1391,b
2018-06-28,25,16,29,17.3,2018-06-28 06:18,2018-06-28 18:39,20.47,2.8,0,6.4,25.6,249,3.88,1391,b
2018-06-29,21.5,15,24.1,16.3,2018-06-29 06:19,2018-06-29 18:39,13.06,8.1,0,5.6,25.2,259,2.41,1391,b
2018-06-30,24.5,15.2,29.1,16.3,2018-06-30 06:19,2018-06-30 18:39,18.32,9.7,0,6.7,33.5,234,3.35,1391,b
2018-07-01,23.8,15.3,25.3,16.3,2018-07-01 06:19,2018-07-01 18:39,14,2.3,0,5.9,36,237,2.67,1391,b
2018-07-02,23.7,14.8,26.3,15.5,2018-07-02 06:19,2018-07-02 18:40,16.97,1.9,0,7.2,31,236,3.19,1391,b
2018-07-03,24.4,16,27.1,17.1,2018-07-03 06:19,2018-07-03 18:40,20.11,2.1,0,7.7,27.7,238,3.78,1391,b
2018-07-04,24.5,15.9,25.9,16.8,2018-07-04 06:20,2018-07-04 18:40,21.21,0.6,0,7.9,31.7,236,3.99,1391,b
2018-07-05,23.7,14.1,25.9,13.5,2018-07-05 06:20,2018-07-05 18:40,21.54,2,0,10.5,39.2,235,3.91,1391,b
2018-07-06,23.6,14.5,25.6,14.9,2018-07-06 06:20,2018-07-06 18:40,15.88,1.3,0,6.6,32.4,232,3.03,1391,b
2018-07-07,24.7,16,28.4,17.7,2018-07-07 06:20,2018-07-07 18:40,19.46,2.2,0,4.9,24.1,312,3.65,1391,b
2018-07-08,25,16,28.6,17.1,2018-07-08 06:20,2018-07-08 18:40,16.87,12.6,0,4.9,27.4,,3.15,1391,b
2018-07-09,20.2,15.2,23.1,16.1,2018-07-09 06:21,2018-07-09 18:41,8.36,24.8,0,8.9,28.4,228,1.6,1391,b
2018-07-10,21.4,16.3,21.8,16.7,2018-07-10 06:21,2018-07-10 18:41,14.2,5.7,0,10.6,51.5,237,2.55,1391,b
2018-07-11,22.9,15,25.1,14.7,2018-07-11 06:21,2018-07-11 18:41,19.82,0.4,0,8.2,33.5,231,3.66,1391,b
2018-07-12,23.9,14.9,25.7,15.2,2018-07-12 06:21,2018-07-12 18:41,19.7,0.1,0,10,38.9,229,3.63,1391,b
